語	級別	舊	漢字・原文	備註	發音	中文意思
でいり	2		出入り		0,1	出入、常客、曲折、吵架、風波
でいりぐち	2		出入口		0,3	出入口
ていりゅうじょ	2		停留所		0,5	(公車、電車的)招呼站、站牌
ていれ	2		手入れ		1,3	修理、收拾、保養、整理、保養、搜捕
データ	1		data		0,1	資料、數字
デート	2		date		1	約會、日期
テープ	4		tape		1	紙帶、錄音帶
テーブル	4		table		0	桌子
テープレコーダー	4		taperecorder		5	卡式收音機、卡帶錄音機
テーマ	2		Thema	ドイツ語	1	題目、主題
ておくれ	1		手遅れ		2	出發、起頭慢了、耽擱、耽誤
でかい	1		でかい		2	好大的
てがかり	1		手掛かり		2	(攀登時)手抓的地方、抓點、抓手(偵察調查)線索
てがける	1		手掛ける		3	親自動手、親自照料、經手
でかける	4		出掛		0	外出、到…去、出去、要出去走
てかず	1		手数		1,2	手續、麻煩、(象棋、圍棋)著數
てがみ	4		手紙		0	信、書信
てがる	1		手軽		0	簡便的、輕易的、簡單的
てき	2		敵		0	敵人、敵手、對手、害處
てき	2		〜的			關於、對於、如…一般似的、表示…性質、狀態、在…上的
できあがり	2		出来上がり		0	做完、做的品質
できあがる	2		出来上がる		0	完成、做好、竣工、(酒)喝夠了
てきおう	1		適応		0	適應、適合
てきかく	2		的確		0	(適合法律等規定的資格)合格、適合
てきぎ	1		適宜		1	適宜、適學、合適、隨意、隨便
できごと	2		出来事		2	事件、變故
テキスト	3		text		1,2	課本、原文
てきする	2		適する		3	適合、適當
てきせい	1		適性		0	適合、(某人)的性質、(某種工作)的性質、性格
てきど	2		適度		1	適度、適當的程度
てきとう	3		適当		0	適度、適合適宜、正好、正是時侯、隨便
できもの	1		出来物		2,3,4	疔瘡、膿腫、癤子
てきよう	2		適用		0	(法律、規則)適用、應用
できる	4		出来る「英語ができる」		2	會、能、成績好、有才能
できる	3		出来る「銀行ができる」		2	做成、建立、建成、形成、出現、生產、出產
できる	2		出来る「発生」		2	發生、有(事)
できるだけ	3		出来るだけ		0	盡可能
できれば	2		出来れば		2	可以的話
てぎわ	1		手際		0	手法、技巧、手腕、本領
でぐち	4		出口		1	出口
てくび	2		手首		1	手腕
でくわす	2		出会す		0,3	偶遇
でこぼこ	2		凸凹		0,1	凹凸不平
デコレーション	1		decoration		3	裝飾
てごろ	1	*2	手頃		0	可手、合手、適合
デザート	1		dessert		2	點心
デザイン	1		design		2	設計、圖案、式樣
でし	2		弟子		2	徒弟
てじな	2		手品		1	戲法
てじゅん	1		手順		0,1	程序、步驟
てじょう	1		手錠		0	手銬
てすう	1		手数		2	費事、麻煩
ですから	2		ですから		1	所以、因此
テスト	4		test		1	考試、檢查
でたらめ	2		出鱈目		0	荒唐、不可靠
てぢか	1		手近		0	身旁、常見
てちょう	2		手帳		0	手冊
てつ	2		鉄		0	鐵
てつがく	2		哲学		0,2	哲學、人生觀
てっきょう	2		鉄橋		0	鐵橋
てっきり	1		てっきり		3	一定、肯定
てっこう	1		鉄鋼		0	鋼鐵
デッサン	1		dessin	フランス語	1	素描
てっする	1		徹する		0,3	透徹、徹底
てつだい	2		手伝い		3	幫忙
てつだう	3		手伝う		3	幫助
てつづき	2		手続き		2	手續、程序
てってい	2		徹底		0	徹底、全面
てつどう	2		鉄道		0	鐵道
てっぺん	1		天辺		3	頂
てつぼう	1		鉄棒		0	鐵棒、單槓
てっぽう	2		鉄砲		0	步槍
てつや	2		徹夜		0	徹夜、通宵
でなおし	1		出直し		0	再來、重做
テニス	3	*2	tennis		1	網球
テニスコート	2	*3	tenniscourt		4	網球場
てぬぐい	2		手拭		0	布手巾
てのひら	1		掌		1	手掌
では	4		では	感動詞	1	那麼
では	2		では	接続詞	1	如果那樣
では，また。	4		では，-又。	挨拶語	1--0	那麼、再見
デパート	4		departmentstore		2	百貨公司
てはい	1		手配		1,2	籌備、部署
てはず	1		手筈		1	步驟、程序
てびき	1		手引き		1	響往、指導、入門
てぶくろ	3		手袋		2	手套
てほん	1		手本		2	字帖、模範、標準
てま	2		手間		2	勞力、零工、工資
てまえ	3		手前		0	跟前、本事
てまわし	1		手回し		2	用手轉動、佈置
でむかえ	2		出迎え		0	迎接
でむかえる	2		出迎える		3	迎接
デモ	2		demonstration		1	(示威)遊行、示範、公開表演賽
でも	4		でも	接続詞	1	但是、譬如、或者
てもと	3		手元		3	手頭
デモンストレーション	1		demonstration		6	示範
てら	3		寺		2	寺院、佛院
てらす	2		照らす		2	照耀
てりかえす	1		照り返す		0,3	反射
てる	2		照る		1	照耀、晴天
でる	4		出る		1	出去、出來
テレックス	1		telex		2	國際電信、電傳(機)
テレビ	4		television		1	電視
てわけ	1		手分け		3	分工
てん	3		点		0	分數、點、標點
てん	2		〜店			商店、店舖
てん	1		天		1	天空
てんいん	3		店員		0	店員
でんえん	1		田園		0	田園、農村、郊外
てんか	1		点火		0	點火
てんか	1		天下		1	天下、全世界、全國
てんかい	2		展開		0	展開、推動
てんかい	1		転回		0	轉變、轉向
てんかん	1		転換		0	轉換、變換
てんき	4		天気		1	天氣、情緒、晴天
でんき	4		電気		1	電、電力、電燈
でんき	2		伝記		0	傳、傳記
でんきゅう	2		電球		0	電燈泡
てんきょ	1		転居		0,1	搬家、遷居
てんきよほう	3		天気予報		4	天氣預報
てんきん	1		転勤		0	轉調、調動工作
てんけい	2		典型		0	典型
てんけん	1		点検		0	點檢、逐一檢查、查點、請點
でんげん	1		電源		0	電源
てんこう	2		天候		0	氣候、天氣
てんこう	1		転校		0	轉校、轉學
てんごく	1		天国		1	天國、天堂、理想境界
でんごん	2	*1	伝言		0	傳話、口信
てんさい	1		天才		0	天才
てんさい	1		天災		0	天災、自然災害
てんじ	1		展示		0	展示、展覽、展出
でんし	2		電子		1	電子
でんしゃ	4		電車		0,1	(有軌的)電車
てんじょう	2		天井		0	頂棚、天花板
てんじる・ずる	1		転じる・転ずる		0	改變、轉換、遷居、搬家
てんすう	2		点数		3	分數
でんせつ	1		伝説		0	傳說
てんせん	1		点線		0	虛線
でんせん	2		伝染		0	傳染、沾染
でんせん	2		電線		0	電線、電纜
てんたい	1		天体		0	天體
でんたく	2	*0	電卓		0	電子計算機
でんたつ	1		伝達		0	傳達、傳遞
てんち	1		天地		1	天地、天和地、世界、社會、上下
でんち	2		電池		1	電池
でんちゅう	2		電柱		0	電線桿
てんで	1		てんで		0	簡直…、根本…、完全…、非常
てんてん	2		点々		0,3	點點、稀疏
てんてん	2		転々		0,3	轉來轉去、轉游、來回滾動
テント	2		tent		1	帳篷
でんとう	3		電灯		0	電燈
でんとう	2		伝統		0	傳統
てんにん	1		転任		0	轉勤、調動工作
てんねん	2		天然		0	天然、自然
てんのう	2		天皇		3	(日本)天皇
でんぱ	2		電波		1	電波
テンポ	2		tempo	イタリア語	1	速度、節拍
てんぼう	1		展望		0	展望、眺望、遠望、瞭望
でんぽう	3		電報		0	電報
でんらい	1		伝来		0	傳來、傳入、祖傳、留學
てんらく	1		転落		0	滾下、摔下、掉下、淪為、墮落
てんらんかい	3		展覧会		3	展覽會
でんりゅう	2		電流		0	電流
でんりょく	2		電力		1	電、電力
でんわ	4		電話		0	電話
と	4		戸		0	門、大門、戶、窗戶
と	3	*2	都		1	都（行政区画之一）
と	1		と	接続詞		若是、一…就、立即、馬上、也、都、要、想
ど	4		〜度			尺度
ど	2		度		0	度、度數、尺、尺度、態度、器量、程度、角度、回數、次數
ドア	4		door		1	門
ドアー	0	*2	door		1	門
とい	2		問		0	問、問題
といあわせ	2		問合せ		0	打聽、詢問
といあわせる	1		問合せる		5	打聽、詢問
トイレ	4		toilet		1	廁所
とう	2	*1	問う		0	詢問、追查
とう	2		党		1	政黨
とう	2		塔		1	塔
とう	2		〜島			島
とう	2		〜等			等、之類
とう	2		〜頭			頭
とう	1		棟		1	建築物的數量詞
どう	4		どう	指示詞、副詞	1	怎樣、如何
どう	2		胴		1	軀體、腹部
どう	2		銅		1	銅
どう	2		〜道			道
とう〜	1		当〜		1	得當、該〜
どう〜	2		同〜		1	同
とうあん	2		答案		0	答案、試卷
どうい	1		同意		0	同意、贊成
（いいえ）どういたしまして。	4		（いいえ）何う-致しまして。	挨拶語	(3)1--4	不用客氣
どういたしまして。	2		何う-致しまして。	挨拶語	1--4	不用謝、不敢當
とういつ	2		統一		0	統一
どういつ	2		同一		0	同一、同樣
どういん	1		動員		0	動員、調動
どうか	2		どうか		1	請、想點辨法、奇怪
どうかく	2		同格		0	同格、等級相同
どうかん	1		同感		0	同感
とうき	1		陶器		1	陶器
とうぎ	1		討議		1	討論
どうき	1		動機		0,1	動機、起因
とうきゅう	1		等級		0	等級
どうきゅう	1		同級		0	同班、同級
どうきょ	1		同居		0	同住、同居
どうぐ	3		道具		3	工具、道具、家具
とうげ	2		峠		3	山路的最高處、極點
とうけい	2		統計		0	統計
とうこう	1		登校		0	上學
とうごう	1		統合		0	合併、集中
どうこう	1		動向		0	動向
どうさ	2		動作		0,1	動作
とうざい	2		東西		1	東和西、東方和西方
とうさん	1		倒産		0	倒閉、破產
とうし	1		投資		0	投資
とうじ	2		当時		1	當時、那時、目前
どうし	2		動詞		0	動詞
どうし	1		同志		1	同志
どうし	1		同士		1	同伴
どうじ	2		同時		0,1	同時、同時代、同時期
とうじつ	2		当日		0	當天
どうして	4		どうして		1	為什麼、如何的、相反
どうしても	2		どうしても		4	無論如何也、務必、
とうしょ	2		投書		0	投書、投稿
とうじょう	2		登場		0	登台、上市
どうじょう	1		同情		0	同情
どうじょう	1		道場		1	道場、武術場
どうせ	2		どうせ		0	終歸、無論如何、反正
とうせい	1		統制		0	統制、管制
とうせん	1		当選		0	當選
とうぜん	2		当然		0	當然
どうぞ	4		どうぞ		1	請、可以、請吧、設法
とうそう	1		逃走		0	逃跑
とうそつ	1		統率		0	統率
とうだい	2		灯台		0	燈台、燈塔
とうたつ	1		到達		0	到達、收到
とうち	1		統治		1	統治
とうちゃく	2		到着		0	到達、抵達
どうちょう	1		同調		0	贊同、同一步調、同一曲調
とうてい	1		到底		0	無論如何也、怎麼也
どうてき	1		動的		0	動的、活動的
とうとい	1		尊い・貴い		3	珍貴、寶貴
とうとう	3		とうとう	副詞	1	終於、到底
どうとう	1		同等		0	同等
どうどう	1		堂々		0	堂堂、光明磊落
どうとく	2		道徳		0	道德
とうとぶ	1		尊ぶ		3	重要、尊重
とうなん	2		盗難		0	被盜、失盜
どうにか	2		どうにか		1	總算、設法
とうにゅう	1		投入		0	投進、投入
どうにゅう	1		導入		0	引進、導入
とうにん	2		当人		1	本人
とうばん	2		当番		1	值班
とうひょう	2		投票		0	投票
どうふう	1		同封		0	附在信內
どうぶつ	4		動物		0	動物
どうぶつえん	3		動物園		4	動物園
とうぶん	2		等分		0	等分、平分
とうぼう	1		逃亡		0	逃亡
とうみん	1		冬眠		0	冬眠
とうめい	2		透明		0	透明
どうめい	1		同盟		0	同盟
どうも	4		どうも	副詞//感動詞	1	怎麼也、總是、實在//實在、太、謝謝
どうやら	1		どうやら		1	好歹、好不容易
とうゆ	2		灯油		0	燈油、煤油
とうよう	2		東洋		1	東洋
どうよう	2		童謡		0	童謠
どうよう	2		同様		0	同樣
どうよう	1		動揺		0	搖動、動搖不安
どうりょう	2		同僚		0	同事
どうりょく	1		動力		1	動力、原動力
どうろ	2		道路		1	道路
とうろく	1		登録		0	登記、註冊
とうろん	1		討論		1	討論
どうわ	2		童話		0	童話
とお	4		十		1	十、十歲
とおい	4		遠い		0	遠、長、久
とおか	4		十日		0	十天、十號
とおく	3		遠く		3	遠處、遠地
とおざかる	1		遠ざかる		4	遠離、疏遠
とおす	2		通す		1	通、通過
とおまわり	1		遠回り		3	繞遠、繞道
とおり	3		通り「次の〜」		1	一樣
とおり	3		通り「道」		3	大街、馬路
とおり	2		〜通り	助数詞		種類、種
とおりかかる	2		通り掛かる		0,5	從那裡走過
とおりすぎる	2		通り過ぎる		0	走過、越過、超過
とおる	3		通る		1	通過、暢通、通順
トーン	1		tone		1	音調、語氣、色調
とかい	2		都会		0	都會
とかく	1		兎角		0	這個那個、常常、種種、總之
とかす	2		溶かす		2	溶化、溶解
とがめる	1		咎める		3	責備、申斥、盤問
とがる	2		尖る		2	尖、銳、敏感
とき	4	*3	〜時			時
とき	2		時		2	時、時間、時期、時候
ときおり	1		時折		0	有時、偶爾
ときどき	4		時々	副詞//名詞	0//2	有時候、時常//應時
どきどき	2		どきどき		1	七上八下
とぎれる	1		とぎれる		3	間斷
とく	2		溶く		1	溶解
とく	2		解く		1	解
とく	2	*0	得		0	收益、有利
とく	1		説く		1	說明
とぐ	1		研ぐ		1	擦亮
どく	2		退く		0	躲開、讓開
どく	2		毒		2	毒、病毒
とくい	2		得意		0,2	擅長
とくぎ	1		特技		1	特技
どくさい	1		独裁		0	獨斷、獨裁
とくさん	1		特産		0	特產
どくじ	1		独自		0,1	獨自
どくしゃ	1		読者		0	讀者
とくしゅ	2		特殊		0	特殊
とくしゅう	1		特集		0	特集
どくしょ	2		読書		1	讀書
とくしょく	2		特色		0	特色
どくしん	2		独身		0	獨身
どくせん	1		独占		0	獨占
どくそう	1		独創		0	獨創
とくちょう	2		特徴//特長		0	特徴//特長
とくてい	2		特定		0	特定
とくてん	1		得点		0	得分
どくとく	2		独特		0	獨特
とくに	3		特に		1	特別、尤其
とくは	1		特派		0,1	特派
とくばい	2		特売		0	特賣
とくべつ	3		特別		0	特別、特殊
とくゆう	1		特有		0	特有
どくりつ	2		独立		0	獨立、獨自
とげ	1		棘「〜を刺す」		2	刺
とけい	4		時計		0	時鐘、鐘錶
とけこむ	2		溶込む		0,3	融洽
とける	2		溶ける//解ける		2	融解、融化//解開、解決
とげる	1		遂げる		0,2	完成
どける	2		退ける		0	移開
どこ	4		何処		1	何處、那裡
どこか	2		何処か		1	哪裡
とこのま	2		床の間		0	壁龕
とこや	3		床屋		0	理髮店
ところ	4		所		3	地點、地方、場所
ところ	2		〜所			〜地方
ところが	2		所が		3	可是
どころか	1		〜所か			不但…反而…、豈止、不但…就是
ところで	2		所で		3	那麼、可是
ところどころ	2		所々		4	這裡那裡、各處
とざん	2		登山		0,1	登山
とし	4	*3	年		2	年
とし	2		都市		1	都市
としごろ	1		年頃		0	年紀
としつき	2		年月		2	年月、光陰
とじまり	1		戸締り		2	關門、鎖門
としょ	2		図書		1	圖書
とじょう	1		途上		0	途中
としょかん	4		図書館		2	圖書館
としより	2		年寄り		3,4	老人
とじる	2		閉じる		2	關閉
とじる	1		綴じる		2	訂綴、裝訂
としん	2		都心		0	(大城市)市中心
どだい	1		土台		0	地基、基礎、本來
とだえる	1		途絶える		2,3	斷絕
とだな	2		戸棚		0	廚櫃
とたん	2		途端		0	〜的時候
とち	2		土地		0	土地、當地、地區
とちゅう	3		途中		0	途中
どちら	4		何方		1	哪邊、哪個
とっきゅう	3		特急		0	特快
とっきょ	1		特許		1	特別許可、專利
とっくに	2		疾っくに		3	老早
とっけん	1		特権		0	特權
とっさ・に	1		咄嗟・に		0	瞬間、突然
とつじょ	1		突如		1	突然、冷不防
とつぜん	2		突然		0	突然
どっち	4	*3	何方		1	哪邊
（に）とって	2	*1	（〜に）取って		1	對〜來說
どっと	2		どっと		0,1	一齊
とっぱ	1		突破		0,1	突破
トップ	2		top		1	頂端、首席、最高級(的)、當紅
どて	1		土手		0	堤壩
とても	4		とても		0	非常、總之、（與否定呼應）無論如何也
とどく	2		届く		2	到達、周密
とどけ	1		届け		3	申報
とどける	3		届ける		3	遞送、申報
とどこおる	1		滞る		0,3	拖延、拖欠
ととのう	2		整う		3	整齊
ととのえる	1		整える		3,4	整理、準備
